Time,Distance[km],Battery SOC[%],Motor RPS,Motor RPM,Speed[km/h],Motor Torque,SOC Voltage[V],Electric_consumption_current[A],Electirc Power[W]
259,4.56643858,99.3579667,81.3185449,4879.11269,78.5465891,99.9515274,925.196407,51480.5823,53531.1023
260,4.58829857,99.3556793,81.5945368,4895.67221,78.8131731,53.7347986,925.180956,51452.1955,28605.6331
261,4.61021111,99.3533939,81.7275554,4903.65332,78.9416575,31.5562679,925.165519,51423.8651,16874.9303
262,4.632149,99.3511102,81.7918088,4907.50853,79.0037206,20.8651611,925.150093,51395.5854,11309.8855
263,4.65409915,99.3488279,81.822878,4909.37268,79.0337308,15.7003106,925.134677,51367.3537,8603.82503
264,4.6760506,99.3465473,81.7876961,4907.26177,78.9997481,-4.2812062,925.119272,51339.1722,-2422.69447
265,4.69798049,99.3442682,81.6711257,4900.26754,78.8871513,-10.109284,925.103878,51311.0398,-5613.51038
266,4.71983721,99.3419915,81.1415397,4868.49238,78.3756177,-84.6722103,925.0885,51282.967,-45182.6559
267,4.74149892,99.3397169,80.3237681,4819.42608,77.5857219,-87.2046818,925.073136,51254.9495,-46085.7053
268,4.76295791,99.337443,79.6859847,4781.15908,76.9696791,-51.5903165,925.057776,51226.9704,-26808.3939
269,4.78427078,99.33517,79.182541,4750.95246,76.4833965,-51.5320292,925.042423,51199.0315,-26607.9112
270,4.80543641,99.3328986,78.5523207,4713.13924,75.874659,-76.5535249,925.02708,51171.1416,-39480.5241
271,4.82641173,99.3306287,77.7871588,4667.22953,75.1355796,-85.7553138,925.011748,51143.3011,-43874.0424
272,4.84719313,99.3283597,77.1691028,4630.14617,74.5385917,-51.3874979,924.996422,51115.4999,-25860.0106
273,4.86783819,99.3260914,76.738221,4604.29326,74.1223976,-39.5806631,924.9811,51087.7366,-19797.8337
274,4.88837777,99.3238242,76.3714978,4582.28987,73.7681752,-35.6086627,924.965786,51060.0154,-17734.3583
275,4.9088224,99.3215581,76.026651,4561.59906,73.4350834,-34.328649,924.950479,51032.3376,-17029.2126
276,4.92917568,99.3192933,75.6892371,4541.35422,73.109171,-33.9684183,924.935181,51004.7036,-16779.1192
277,4.94943882,99.3170296,75.3543413,4521.26048,72.7856911,-33.9211376,924.91989,50977.1135,-16683.2899
278,4.96960591,99.3147674,74.9548888,4497.29333,72.399855,-46.9266829,924.90461,50949.5693,-22928.6531
279,4.98966152,99.3125063,74.5535806,4473.21484,72.0122264,-38.4581997,924.889337,50922.0689,-18699.5572
280,5.00961021,99.3102466,74.1316533,4447.8992,71.6046816,-48.7517202,924.874073,50894.6127,-23568.6039
281,5.0294118,99.3079889,73.3934135,4403.60481,70.8916067,-105.137029,924.858824,50867.2105,-50817.1598
282,5.04896946,99.3057333,72.3650728,4341.90437,69.8983196,-124.942102,924.843587,50839.8611,-59497.0566
283,5.06823003,99.3034792,71.1873191,4271.23914,68.7607127,-139.4368,924.828362,50812.5595,-65214.5319
284,5.08716799,99.3012264,69.9764557,4198.58734,67.5911248,-141.780088,924.813145,50785.3018,-65171.3714
285,5.10577982,99.2989748,68.7562415,4125.37449,66.4125048,-144.141473,924.797936,50758.0869,-65094.0924
286,5.12406298,99.2967244,67.5265888,4051.59533,65.2247681,-146.521122,924.782736,50730.9148,-64988.3532
287,5.14201495,99.2944752,66.2874093,3977.24456,64.0278292,-148.919209,924.767543,50703.7854,-64852.2143
288,5.15963314,99.2922273,65.0386132,3902.31679,62.8216016,-151.335905,924.752359,50676.6985,-64682.7256
289,5.17691497,99.2899805,63.78011,3826.8066,61.6059978,-153.771387,924.737182,50649.654,-64490.1306
290,5.19385781,99.2877349,62.5117078,3750.70247,60.3808324,-156.276617,924.722014,50622.6517,-64288.3215
291,5.21045897,99.2854904,61.2331688,3673.99013,59.1458758,-158.807106,924.706854,50595.6916,-64053.154
292,5.22671571,99.2832472,59.9443942,3596.66365,57.9010324,-161.357853,924.691701,50568.7736,-63802.7194
293,5.24262528,99.2810052,58.6452849,3518.71709,56.6462067,-163.929054,924.676557,50541.8974,-63518.4128
294,5.25818489,99.2787643,57.3357408,3440.14445,55.3813018,-166.520909,924.661421,50515.063,-63199.8784
295,5.27339173,99.2765246,56.0156604,3360.93962,54.1062198,-169.133616,924.646292,50488.2703,-62868.8235
296,5.28824295,99.2742861,54.684941,3281.09646,52.8208614,-171.76738,924.631172,50461.5191,-62498.4147
297,5.30273569,99.2720487,53.3434787,3200.60872,51.5251264,-174.422407,924.616059,50434.8093,-62101.4063
298,5.31686705,99.2698125,51.9911683,3119.4701,50.2189131,-177.098904,924.600955,50408.1408,-61682.766
299,5.3306856,99.2675753,51.4826847,3088.96108,49.7277624,230.968744,924.585843,50381.4874,80547.3595
300,5.34464318,99.2653343,52.5582381,3153.49429,50.7666528,251.395083,924.570705,50354.8158,88884.4103
301,5.35888807,99.2630944,53.6222388,3217.33433,51.7943843,248.386692,924.555576,50328.1852,89281.3041
302,5.37341661,99.2608556,54.6725764,3280.35458,52.8089183,245.416932,924.540454,50301.5957,89656.6041
303,5.38822515,99.2586181,55.7094151,3342.56491,53.8104137,242.48534,924.52534,50275.0472,89995.4055
304,5.40331009,99.2563817,56.7329177,3403.97506,54.7990275,239.591454,924.510234,50248.5396,90307.4406
305,5.41866788,99.2541464,57.7432451,3464.59471,55.7749153,236.734821,924.495135,50222.0729,90588.8888
306,5.43429499,99.2519124,58.7405567,3524.4334,56.7382309,233.914989,924.480045,50195.6468,90849.8344
307,5.45018797,99.2496794,59.7250102,3583.50061,57.6891267,231.131512,924.464962,50169.2615,91085.6508
308,5.46634337,99.2474477,60.6967615,3641.80569,58.6277533,228.38395,924.449887,50142.9166,91289.953
309,5.48275782,99.2452171,61.6559651,3699.3579,59.5542599,225.671866,924.434821,50116.6123,91468.4317
310,5.49942796,99.2429876,62.6027737,3756.16642,60.4687941,222.994827,924.419761,50090.3483,91634.9048
311,5.5163505,99.2407594,63.5373385,3812.24031,61.3715018,220.352408,924.40471,50064.1246,91778.8955
312,5.53352217,99.2385322,64.4599037,3867.59422,62.2626189,217.794051,924.389667,50037.9411,91898.9314
313,5.5509398,99.2363063,65.3707687,3922.24612,63.1424347,215.275873,924.374631,50011.7976,92019.7931
314,5.56860026,99.2340815,66.2700759,3976.20455,64.0110867,212.789646,924.359603,49985.6942,92125.9345
315,5.58650049,99.2318578,67.1579638,4029.47783,64.8687086,210.33499,924.344583,49959.6307,92202.8924
316,5.60463743,99.2296353,68.0345695,4082.07417,65.7154329,207.911525,924.329571,49933.607,92251.1656
317,5.62300807,99.2274139,68.9000286,4134.00172,66.5513906,205.518875,924.314566,49907.623,92295.036
318,5.64160944,99.2251937,69.7544753,4185.26852,67.3767112,203.15667,924.299569,49881.6787,92325.9249
319,5.6604386,99.2229747,70.5980425,4235.88255,68.1915231,200.824543,924.28458,49855.7738,92327.2546
320,5.67949265,99.2207568,71.4308613,4285.85168,68.9959532,198.522131,924.269599,49829.9085,92308.4659
321,5.69876874,99.21854,72.253062,4335.18372,69.790127,196.249074,924.254626,49804.0825,92279.6096
322,5.71826401,99.2163244,73.0647729,4383.88637,70.5741686,194.005017,924.23966,49778.2958,92242.3489
323,5.73797568,99.21411,73.8661213,4431.96728,71.348201,191.789608,924.224702,49752.5483,92178.95
324,5.75790098,99.2118967,74.6572331,4479.43399,72.1123457,189.602499,924.209752,49726.8398,92098.9378
325,5.77803719,99.2096845,75.4382327,4526.29396,72.8667228,187.443346,924.19481,49701.1704,92003.371
326,5.7983816,99.2074735,76.2092433,4572.5546,73.6114515,185.311809,924.179875,49675.5399,91902.0958
327,5.81893156,99.2052636,76.9703865,4618.22319,74.3466491,183.207551,924.164948,49649.9482,91779.7177
328,5.83968443,99.2030548,77.7217829,4663.30698,75.0724322,181.13024,924.150028,49624.3952,91641.4696
329,5.8606376,99.2008472,78.4635516,4707.8131,75.7889158,179.079545,924.135117,49598.8809,91488.664
330,5.88178853,99.1986408,79.1958105,4751.74863,76.4962137,177.055141,924.120213,49573.4051,91322.6818
331,5.90313467,99.1964355,79.9190015,4795.14009,77.1947529,175.370537,924.105317,49547.9678,91301.4531
332,5.92467391,99.1942313,80.6353858,4838.12315,77.8867173,174.050193,924.090428,49522.5687,91439.2958
333,5.9464045,99.1920282,81.3454196,4880.72518,78.5725478,172.741552,924.075547,49497.2077,91565.1313
334,5.96832476,99.1898262,82.0491543,4922.94926,79.2522938,171.444521,924.060674,49471.8847,91679.2561
335,5.990433,99.1876254,82.7466406,4964.79844,79.9260045,170.159007,924.045808,49446.5996,91782.1713
336,6.01272754,99.1854257,83.4379292,5006.27575,80.5937287,168.884915,924.030949,49421.3524,91877.0992
337,6.03520674,99.1832271,84.1230703,5047.38422,81.255515,167.622154,924.016098,49396.1429,91960.6744
338,6.05786895,99.1810296,84.8021138,5088.12683,81.9114115,166.370631,924.001255,49370.9711,92030.2728
339,6.08071254,99.1788332,85.4751093,5128.50656,82.5614662,165.130254,923.986419,49345.8368,92088.3985
340,6.1037359,99.1766379,86.1421062,5168.52637,83.2057267,163.900934,923.971591,49320.7401,92135.7273
341,6.12693741,99.1744438,86.8031534,5208.1892,83.8442404,162.682579,923.95677,49295.6807,92173.8705
342,6.1503155,99.1722507,87.4582995,5247.49797,84.4770541,161.475101,923.941957,49270.6587,92201.9027
343,6.17386859,99.1700588,88.1075929,5286.45557,85.1042147,160.278409,923.927151,49245.6738,92219.5978
344,6.1975951,99.167868,88.7510817,5325.0649,85.7257684,159.092416,923.912353,49220.7262,92227.2207
345,6.2214935,99.1656782,89.3888135,5363.32881,86.3417615,157.917033,923.897562,49195.8155,92222.8515
346,6.24556224,99.1634896,90.0208357,5401.25014,86.9522396,156.752173,923.882779,49170.9419,92207.6429
347,6.26979979,99.1613021,90.6471954,5438.83173,87.5572482,155.59775,923.868003,49146.1051,92183.684
348,6.29420465,99.1591157,91.2679395,5476.07637,88.1568326,154.453676,923.853234,49121.3051,92150.3021
349,6.31877531,99.1569304,91.8831143,5512.98686,88.7510375,153.319868,923.838473,49096.5418,92107.7489
350,6.34351029,99.1547462,92.492766,5549.56596,89.3399076,152.196238,923.82372,49071.8152,92056.2713
351,6.3684081,99.1525631,93.0969404,5585.81642,89.9234872,151.082704,923.808973,49047.1251,91996.1116
352,6.39346729,99.1503811,93.695683,5621.74098,90.5018201,149.979181,923.794235,49022.4714,91927.7027
353,6.41868641,99.1482002,94.2890392,5657.34235,91.0749501,148.885585,923.779503,48997.8541,91848.4866
354,6.44406401,99.1460204,94.8770536,5692.62322,91.6429206,147.801835,923.76478,48973.2731,91760.6569
355,6.46959867,99.1438417,95.4597711,5727.58627,92.2057746,146.727847,923.750063,48948.7283,91664.8755
356,6.49528891,99.1416641,96.0309247,5761.85548,92.7574589,128.539776,923.735354,48924.2201,80997.934
357,6.52110606,99.1394893,96.3616624,5781.69974,93.0769225,58.2591002,923.720664,48899.7662,36618.2475
358,6.54697813,99.1373171,96.4638127,5787.82876,93.1755908,20.4685085,923.705992,48875.3661,13161.639
359,6.57284969,99.1351473,96.3321462,5779.92877,93.0484125,-21.8824766,923.691335,48851.0163,-14010.2403
360,6.5986574,99.1329791,96.0351459,5762.10875,92.7615362,-25.5132709,923.67669,48826.7084,-16162.5122
361,6.62438193,99.1308121,95.7156637,5742.93982,92.4529445,-26.9443537,923.662053,48802.4367,-16972.5015
362,6.65002518,99.1286461,95.4477112,5726.86267,92.1941259,-16.9586844,923.647422,48778.1987,-10879.864
363,6.67560636,99.1264809,95.2428202,5714.56921,91.996219,-13.1940961,923.632797,48753.9939,-8556.63153
364,6.70114205,99.1243165,95.1219417,5707.3165,91.879461,-1.17324828,923.618177,48729.8214,-794.487146
365,6.72665124,99.1221531,95.016207,5700.97242,91.7773306,-7.24670346,923.603564,48705.6836,-4788.88144
366,6.75213196,99.1199908,94.9324271,5695.94563,91.6964065,1.58657344,923.588958,48681.58,1070.5422
367,6.77759737,99.1178293,94.8931632,5693.58979,91.658481,7.18985749,923.574358,48657.5089,4746.16995
368,6.80305894,99.1156684,94.9146996,5694.88198,91.6792833,27.8844814,923.559762,48633.468,17404.593
369,6.82853224,99.1135085,94.9608086,5697.64851,91.7238205,21.2927535,923.545172,48609.4602,13456.6986
370,6.85401473,99.1113497,94.9854985,5699.12991,91.7476688,17.7657831,923.53059,48585.4887,11313.35
371,6.87950215,99.1091921,94.9987232,5699.92339,91.7604427,15.8770894,923.516017,48561.5527,10175.7333
372,6.90499221,99.1070356,95.005807,5700.34842,91.767285,14.8652494,923.50145,48537.6517,9561.10497
373,6.93048369,99.1048802,95.0096004,5700.57603,91.7709492,14.3230434,923.486891,48513.7855,9229.94608
374,6.95597592,99.1027258,95.0116306,5700.69784,91.7729102,14.0324592,923.472339,48489.9539,9051.94689
375,6.98146855,99.1005725,95.0127158,5700.76295,91.7739583,13.8767158,923.457794,48466.1566,8956.39479
376,7.00696141,99.0984203,95.0132944,5700.79767,91.7745173,13.7932393,923.443257,48442.3937,8905.13653
377,7.03245034,99.0962694,94.969774,5698.18644,91.7324804,-2.62431919,923.428728,48418.6681,-1764.34956
378,7.05791731,99.0941199,94.8550672,5691.30403,91.6216836,-7.81540576,923.414209,48394.9801,-5144.8032
379,7.08333688,99.0919719,94.5875483,5675.2529,91.3632838,-31.1353959,923.3997,48371.3312,-19309.141
380,7.10866211,99.0898254,94.1749742,5650.49845,90.9647733,-40.0868605,923.385201,48347.721,-24621.6729
381,7.13387394,99.0876799,93.7680724,5626.08435,90.5717419,-32.8220981,923.370709,48324.1444,-20148.7973
382,7.15899538,99.0855349,93.5281684,5611.69011,90.3400157,-8.54448411,923.35622,48300.596,-5530.33705
383,7.18407585,99.0833906,93.4383535,5606.30121,90.2532623,0.829690065,923.341736,48277.0763,552.736048
384,7.20914427,99.0812468,93.441161,5606.46966,90.2559742,24.627873,923.327255,48253.5843,15213.3471
385,7.23423295,99.0791029,93.607071,5616.42426,90.4162286,72.9934211,923.312774,48230.1141,44742.3847
386,7.25938924,99.076959,93.9285619,5635.71371,90.7267607,98.4594255,923.298292,48206.6656,60784.4482
387,7.28463989,99.0748158,94.2888768,5657.33261,91.0747933,94.1237931,923.283816,48183.2475,58308.0939
388,7.30998509,99.0726738,94.6349627,5678.09776,91.4090819,91.8761101,923.269348,48159.8636,57108.5267
389,7.33542205,99.0705329,94.9735399,5698.41239,91.7361179,90.7232467,923.254886,48136.5135,56583.7192
390,7.36094527,99.0683933,95.2657403,5715.94442,92.0183578,72.5506933,923.240434,48113.2,45243.2173
391,7.38653417,99.0662554,95.4566285,5727.39771,92.2027392,45.3256778,923.225993,48089.9271,28183.9775
392,7.41215326,99.0641198,95.4738619,5728.43171,92.219385,-3.03469596,923.211568,48066.7001,-2047.75649
393,7.43774924,99.0619861,95.2961668,5717.77001,92.0477472,-18.4990266,923.197155,48043.5159,-11800.583
394,7.46328829,99.0598535,95.0818526,5704.91116,91.8407385,-13.793601,923.182751,48020.3657,-8911.79199
395,7.48876287,99.0577222,94.776854,5686.61124,91.5461366,-33.3355211,923.168355,47997.2512,-20672.3792
396,7.5141367,99.0555924,94.3502192,5661.01315,91.1340447,-40.8712343,923.153968,47974.1732,-25143.891
397,7.53939472,99.0534635,93.9380051,5636.28031,90.735882,-33.0921061,923.139588,47951.1273,-20345.9166
398,7.5645778,99.0513344,93.8561476,5631.36885,90.6568148,36.762878,923.125207,47928.1012,22527.1153
399,7.58978354,99.0492047,94.0604405,5643.62643,90.8541439,79.2819275,923.110822,47905.0894,48899.213
400,7.61506843,99.0470748,94.4443649,5666.66189,91.2249812,119.446361,923.096435,47882.0965,74111.2882
401,7.64047546,99.044945,94.9571913,5697.43148,91.7203265,140.587799,923.082049,47859.1263,87471.0484
402,7.66602615,99.042816,95.4953134,5729.7188,92.2401053,134.217902,923.067668,47836.1863,84053.564
403,7.6917142,99.0406885,95.9707725,5758.24635,92.6993572,113.581919,923.053297,47813.2829,71614.2775
404,7.71751197,99.038563,96.2949483,5777.6969,93.0124826,67.6620684,923.03894,47790.4227,42593.7149
405,7.74337461,99.0364395,96.469745,5788.1847,93.1813209,43.012464,923.024597,47767.6057,27035.9032
406,7.76927227,99.0343176,96.5641894,5793.85137,93.272546,29.7259724,923.010264,47744.8266,18840.4168
407,7.79518886,99.032197,96.6152744,5796.91646,93.3218896,22.54838,922.99594,47722.0825,14458.4817
408,7.8211157,99.0300776,96.6429216,5798.5753,93.3485944,18.6662403,922.981624,47699.3718,12070.5847
409,7.84704413,99.0279596,96.6158491,5796.95095,93.3224447,-0.626387105,922.967318,47676.6969,-431.662216
410,7.87295455,99.025843,96.5127041,5790.76225,93.2228156,-6.86187382,922.953021,47654.0578,-4612.86835
411,7.89883118,99.0237275,96.3702481,5782.21488,93.0852156,-9.24642444,922.938731,47631.4516,-6151.96974
412,7.92467303,99.0216128,96.2727517,5776.3651,92.9910427,0.491748812,922.924448,47608.8752,337.866515
413,7.95050132,99.0194987,96.2708326,5776.24996,92.989189,24.194734,922.910167,47586.3244,15406.4557
414,7.97634051,99.0173849,96.3461419,5780.76851,93.0619311,37.0099251,922.89589,47563.7994,23274.8282
415,8.00220607,99.015272,96.4631193,5787.78716,93.1749211,43.9382042,922.881617,47541.3025,27608.301
416,8.02810634,99.0131598,96.6025616,5796.15369,93.3096101,47.6910597,922.86735,47518.8352,30011.9456
417,8.05405368,99.011048,96.8379344,5810.27606,93.5369596,84.5931369,922.853085,47496.3918,53734.5021
418,8.08008974,99.0089357,97.2766778,5836.60067,93.9607473,139.208964,922.838818,47473.9641,88714.4714
419,8.10625801,99.006824,97.7676376,5866.05825,94.4349714,116.69677,922.824554,47451.5634,74912.9333
420,8.13255101,99.0047135,98.2264801,5893.58881,94.8781731,121.866802,922.810298,47429.1958,78564.0501
421,8.15897344,99.0026036,98.7430902,5924.58541,95.3771732,141.88782,922.796047,47406.8545,91727.7288
422,8.18553247,99.0004951,99.2010714,5952.06428,95.8195429,101.388515,922.781804,47384.5482,66031.4455
423,8.21219095,98.9983885,99.4853978,5969.12387,96.0941773,62.2903785,922.76879,47377.6849,40443.2519
424,8.23890295,98.9962833,99.6004402,5976.02641,96.2052981,23.8001132,922.756156,47375.5575,15726.5107
425,8.26562298,98.9941793,99.5401465,5972.40879,96.1470597,-9.40789436,922.743531,47373.4315,-6470.10744
426,8.29230324,98.9920761,99.3193167,5959.159,95.9337575,-20.1868743,922.730909,47371.3063,-13401.2374
427,8.31891351,98.9899731,99.0292758,5941.75655,95.6536034,-24.3850292,922.718289,47369.1816,-15992.2683
428,8.34544754,98.9878702,98.7721171,5926.32703,95.4052106,-15.7284434,922.70567,47367.0571,-10501.9827
429,8.37192126,98.9857672,98.5708923,5914.25354,95.2108451,-12.4197819,922.69305,47364.9325,-8367.43115
430,8.39834431,98.9836642,98.3911057,5903.46634,95.037187,-11.1673625,922.68043,47362.8082,-7541.18777
431,8.42471468,98.9815614,98.159945,5889.5967,94.813906,-21.0668923,922.667811,47360.6842,-13780.5314
432,8.45101897,98.9794588,97.9253923,5875.52354,94.5873487,-14.5219689,922.655194,47358.5605,-9645.38498
433,8.47726686,98.9773561,97.7329128,5863.97477,94.4014303,-12.0335828,922.642576,47356.4369,-8044.23153
434,8.5034656,98.9752535,97.556504,5853.39024,94.2310349,-11.0989391,922.629958,47354.3134,-7429.23157
435,8.52962371,98.9731507,97.4459437,5846.75662,94.1242433,-0.340466232,922.617339,47352.19,-236.883061
436,8.55575705,98.971048,97.3441375,5840.64825,94.0259075,-6.659285,922.604721,47350.0667,-4519.09589
437,8.58185685,98.9689456,97.2022701,5832.13621,93.888876,-9.08318403,922.592105,47347.9438,-6099.59203
438,8.60791621,98.9668433,97.045145,5822.7087,93.7371069,-10.0231102,922.579489,47345.8212,-6697.34855
439,8.63393251,98.9647411,96.8822107,5812.93264,93.5797266,-10.3974283,922.566874,47343.6989,-6926.61659
440,8.65990475,98.962639,96.7170656,5803.02394,93.420211,-10.5562208,922.554259,47341.5767,-7016.44408
441,8.68583831,98.9605368,96.6109412,5796.65647,93.3177041,-0.149981014,922.541644,47339.4546,-103.541267
